"1041","72","2024-10-04","2024-10-13","2024-10-13"
"1042","19","2024-08-26","2024-09-21","0000-00-00"
"1043","33","2024-09-20","2024-09-30","0000-00-00"
"1044","97","2024-12-16","2025-01-03","2025-01-03"
"1045","49","2025-01-26","2025-02-20","2025-02-20"
"1046","23","2025-04-10","2025-05-07","0000-00-00"
"1047","90","2024-05-19","2024-05-28","2024-05-28"
"1048","82","2024-09-25","2024-10-09","2024-10-09"
"1049","78","2024-06-14","2024-06-27","2024-06-27"
"1050","19","2025-01-07","2025-01-15","2025-01-15"
"1051","23","2025-02-15","2025-03-01","2025-03-01"
"1052","51","2025-01-10","2025-01-30","2025-01-30"
"1053","56","2024-10-02","2024-10-09","2024-10-09"
"1054","80","2024-10-07","2024-10-24","2024-10-24"
"1055","105","2025-01-09","2025-01-19","2025-01-19"
"1056","96","2025-02-28","2025-03-20","2025-03-20"
"1057","90","2024-09-23","2024-10-21","2024-10-21"
"1058","81","2025-01-09","2025-01-27","2025-01-27"
"1059","91","2024-11-21","2024-11-29","0000-00-00"
"1060","57","2024-10-24","2024-10-31","0000-00-00"
"1061","94","2024-08-16","2024-08-24","2024-08-24"
"1062","17","2025-01-15","2025-02-04","2025-02-04"
"1063","15","2024-05-01","2024-05-16","2024-05-16"
"1064","99","2024-07-14","2024-08-04","2024-08-04"
"1065","52","2025-04-13","2025-04-25","2025-04-25"
"1066","80","2024-08-17","2024-09-05","0000-00-00"
"1067","48","2024-07-01","2024-07-29","2024-07-29"
"1068","105","2024-05-06","2024-05-23","0000-00-00"
"1069","97","2024-11-13","2024-12-12","0000-00-00"
"1070","90","2024-11-12","2024-11-22","0000-00-00"
"1071","63","2025-01-01","2025-01-16","2025-01-16"
"1072","62","2024-07-17","2024-08-05","2024-08-05"
"1073","7","2025-01-04","2025-01-31","0000-00-00"
"1074","12","2024-05-19","2024-06-06","2024-06-06"
"1075","89","2024-07-21","2024-08-13","2024-08-13"
"1076","16","2024-10-17","2024-11-12","2024-11-12"
"1077","35","2024-11-05","2024-12-02","2024-12-02"
"1078","93","2025-03-03","2025-03-19","0000-00-00"
"1079","99","2024-06-24","2024-07-18","2024-07-18"
"1080","43","2024-12-27","2025-01-25","2025-01-25"
"1081","23","2024-12-26","2025-01-15","0000-00-00"
"1082","7","2025-02-12","2025-02-21","0000-00-00"
"1083","1","2024-09-29","2024-10-09","0000-00-00"
"1084","94","2024-12-13","2025-01-07","2025-01-07"
"1085","39","2025-02-10","2025-02-28","2025-02-28"
"1086","81","2024-11-28","2024-12-24","2024-12-24"
"1087","65","2024-11-23","2024-12-15","2024-12-15"
"1088","17","2024-05-11","2024-06-09","0000-00-00"
"1089","92","2024-05-31","2024-06-29","2024-06-29"
"1090","14","2024-10-10","2024-10-27","2024-10-27"
"1091","15","2024-06-13","2024-07-12","2024-07-12"
"1092","103","2025-02-27","2025-03-18","2025-03-18"
"1093","51","2025-01-14","2025-01-29","2025-01-29"
"1094","43","2024-11-19","2024-12-18","2024-12-18"
"1095","15","2024-08-11","2024-09-08","0000-00-00"
"1096","36","2024-07-18","2024-08-01","2024-08-01"
"1097","25","2025-04-12","2025-05-01","2025-05-01"
"1098","5","2024-04-23","2024-05-18","2024-05-18"
"1099","20","2025-03-08","2025-03-29","2025-03-29"
"1100","56","2025-02-15","2025-02-23","2025-02-23"
"1101","76","2025-04-01","2025-04-14","2025-04-14"
"1102","48","2025-02-15","2025-03-11","0000-00-00"
"1103","11","2024-05-10","2024-05-27","0000-00-00"
"1104","77","2024-08-03","2024-08-20","2024-08-20"
"1105","78","2024-07-25","2024-08-20","2024-08-20"
"1106","81","2024-08-21","2024-09-06","0000-00-00"
"1107","18","2024-11-11","2024-11-20","2024-11-20"
"1108","41","2024-06-19","2024-07-01","0000-00-00"
"1109","35","2024-09-30","2024-10-19","0000-00-00"
"1110","44","2024-06-10","2024-06-17","2024-06-17"
"1111","74","2024-09-12","2024-09-24","2024-09-24"
"1112","83","2025-03-10","2025-03-24","0000-00-00"
"1113","46","2024-09-15","2024-10-10","2024-10-10"
"1114","55","2024-12-30","2025-01-14","0000-00-00"
"1115","78","2024-12-11","2025-01-06","2025-01-06"
"1116","45","2024-07-20","2024-07-31","0000-00-00"
"1117","44","2024-11-22","2024-12-18","2024-12-18"
"1118","101","2025-03-25","2025-04-04","2025-04-04"
"1119","58","2024-11-02","2024-11-22","2024-11-22"
"1120","103","2024-05-01","2024-05-19","2024-05-19"
"1121","1","2024-07-05","2024-07-14","2024-07-14"
"1122","73","2024-11-22","2024-12-01","0000-00-00"
"1123","43","2024-07-02","2024-08-01","0000-00-00"
"1124","65","2024-11-27","2024-12-12","2024-12-12"
"1125","1","2024-12-17","2024-12-30","2024-12-30"
"1126","56","2024-09-19","2024-10-10","2024-10-10"
"1127","43","2024-11-04","2024-11-11","2024-11-11"
"1128","101","2024-06-23","2024-07-22","2024-07-22"
"1129","9","2024-12-27","2025-01-10","2025-01-10"
"1130","46","2024-11-03","2024-11-20","2024-11-20"
"1131","9","2024-08-10","2024-08-24","2024-08-24"
"1132","37","2024-04-19","2024-05-03","0000-00-00"
"1133","96","2024-07-24","2024-08-16","2024-08-16"
"1134","49","2025-01-28","2025-02-06","2025-02-06"
"1135","56","2025-04-16","2025-04-30","2025-04-30"
"1136","21","2024-11-25","2024-12-06","0000-00-00"
"1137","42","2025-02-18","2025-03-04","0000-00-00"
"1138","74","2024-09-30","2024-10-15","2024-10-15"
"1139","85","2024-11-07","2024-11-27","2024-11-27"
"1140","78","2025-03-12","2025-04-05","0000-00-00"
"1141","105","2024-12-03","2024-12-26","2024-12-26"
"1142","96","2024-10-24","2024-11-20","2024-11-20"
"1143","84","2024-10-07","2024-10-22","2024-10-22"
"1144","100","2025-02-27","2025-03-10","0000-00-00"
"1145","53","2024-09-01","2024-09-26","2024-09-26"
"1146","77","2024-06-07","2024-07-04","0000-00-00"
"1147","93","2024-06-18","2024-07-05","2024-07-05"
"1148","50","2025-03-23","2025-04-05","2025-04-05"
"1149","3","2024-08-24","2024-08-31","2024-08-31"
"1150","38","2025-04-09","2025-04-25","2025-04-25"
"1151","81","2025-02-24","2025-03-26","2025-03-26"
"1152","4","2024-11-29","2024-12-24","2024-12-24"
"1153","20","2025-03-06","2025-03-19","2025-03-19"
"1154","40","2024-05-26","2024-06-16","0000-00-00"
"1155","14","2024-11-08","2024-11-21","2024-11-21"
"1156","8","2024-07-23","2024-07-30","2024-07-30"
"1157","13","2024-11-21","2024-12-06","2024-12-06"
"1158","85","2025-03-08","2025-03-22","2025-03-22"
"1159","26","2024-10-22","2024-11-12","2024-11-12"
"1160","85","2024-11-24","2024-12-20","0000-00-00"
"1161","23","2024-06-06","2024-07-01","0000-00-00"
"1162","26","2024-07-23","2024-08-07","2024-08-07"
"1163","62","2024-12-23","2025-01-04","0000-00-00"
"1164","48","2024-11-14","2024-11-22","0000-00-00"
"1165","6","2025-04-12","2025-05-03","2025-05-03"
"1166","10","2025-03-28","2025-04-18","0000-00-00"
"1167","57","2024-07-16","2024-07-26","2024-07-26"
"1168","95","2025-03-26","2025-04-18","2025-04-18"
"1169","24","2024-06-13","2024-07-13","0000-00-00"
"1170","19","2024-11-20","2024-11-27","2024-11-27"
"1171","7","2024-10-01","2024-10-21","0000-00-00"
"1172","35","2024-10-07","2024-11-05","2024-11-05"
"1173","17","2024-12-19","2025-01-10","2025-01-10"
"1174","24","2024-06-10","2024-06-19","0000-00-00"
"1175","32","2024-05-01","2024-05-30","2024-05-30"
"1176","26","2024-08-12","2024-09-09","2024-09-09"
"1177","46","2024-12-30","2025-01-15","2025-01-15"
"1178","95","2025-04-07","2025-04-22","2025-04-22"
"1179","103","2025-03-19","2025-04-04","0000-00-00"
"1180","9","2024-10-17","2024-11-04","2024-11-04"
"1181","102","2024-11-12","2024-12-03","2024-12-03"
"1182","101","2025-03-04","2025-04-02","0000-00-00"
"1183","44","2024-12-18","2025-01-16","2025-01-16"
"1184","30","2024-08-12","2024-09-03","0000-00-00"
"1185","78","2025-04-13","2025-04-22","2025-04-22"
"1186","28","2025-04-18","2025-05-02","2025-05-02"
"1187","90","2024-08-20","2024-09-02","0000-00-00"
"1188","80","2024-05-23","2024-06-10","2024-06-10"
"1189","28","2024-12-09","2024-12-27","2024-12-27"
"1190","79","2024-06-27","2024-07-25","2024-07-25"
"1191","69","2024-10-08","2024-10-30","0000-00-00"
"1192","44","2024-11-29","2024-12-23","2024-12-23"
"1193","98","2024-05-22","2024-06-13","2024-06-13"
"1194","85","2024-12-22","2025-01-03","0000-00-00"
"1195","19","2024-08-04","2024-08-30","2024-08-30"
"1196","75","2024-07-09","2024-08-02","2024-08-02"
"1197","3","2024-07-06","2024-08-01","2024-08-01"
"1198","39","2024-07-23","2024-08-22","2024-08-22"
"1199","26","2024-10-29","2024-11-10","2024-11-10"
"1200","43","2024-08-27","2024-09-20","2024-09-20"
"1201","38","2024-06-02","2024-06-13","2024-06-13"
"1202","37","2024-11-16","2024-12-14","2024-12-14"
"1203","41","2024-07-08","2024-07-27","0000-00-00"
"1204","71","2024-07-10","2024-07-17","0000-00-00"
"1205","23","2025-04-07","2025-04-26","2025-04-26"
"1206","99","2024-04-23","2024-05-12","2024-05-12"
"1207","12","2025-01-02","2025-01-24","2025-01-24"
"1208","16","2024-05-01","2024-05-18","2024-05-18"
"1209","80","2024-08-29","2024-09-26","0000-00-00"
"1210","104","2024-05-23","2024-06-16","0000-00-00"
"1211","103","2025-03-23","2025-04-01","0000-00-00"
"1212","73","2024-08-04","2024-08-31","2024-08-31"
"1213","57","2024-06-09","2024-06-22","0000-00-00"
"1214","75","2025-02-07","2025-02-20","2025-02-20"
"1215","6","2024-09-25","2024-10-16","2024-10-16"
"1216","59","2025-02-21","2025-03-20","2025-03-20"
"1217","88","2025-01-07","2025-01-19","0000-00-00"
"1218","39","2024-07-03","2024-07-21","2024-07-21"
"1219","28","2024-08-11","2024-08-18","2024-08-18"
"1220","20","2025-04-12","2025-04-19","2025-04-19"
"1221","46","2025-04-01","2025-04-15","2025-04-15"
"1222","26","2024-12-18","2025-01-15","2025-01-15"
"1223","84","2025-01-09","2025-01-19","0000-00-00"
"1224","71","2025-03-13","2025-04-07","2025-04-07"
"1225","25","2024-06-03","2024-06-23","2024-06-23"
"1226","102","2024-07-16","2024-08-10","2024-08-10"
"1227","71","2025-01-20","2025-02-11","2025-02-11"
"1228","30","2024-05-29","2024-06-18","0000-00-00"
"1229","24","2025-02-19","2025-03-12","0000-00-00"
"1230","65","2024-08-09","2024-08-24","0000-00-00"
"1231","64","2024-09-17","2024-10-14","2024-10-14"
"1232","26","2025-04-16","2025-04-29","0000-00-00"
"1233","42","2024-07-08","2024-08-04","0000-00-00"
"1234","70","2024-05-21","2024-06-13","0000-00-00"
"1235","40","2024-11-30","2024-12-23","2024-12-23"
"1236","90","2024-06-13","2024-06-28","2024-06-28"
"1237","93","2024-08-27","2024-09-12","2024-09-12"
"1238","31","2024-11-12","2024-12-01","2024-12-01"
"1239","78","2024-08-23","2024-09-13","2024-09-13"
"1240","69","2024-08-19","2024-09-15","2024-09-15"
"1241","61","2024-09-14","2024-09-22","2024-09-22"
"1242","69","2025-01-12","2025-01-20","2025-01-20"
"1243","51","2025-01-10","2025-02-04","0000-00-00"
"1244","15","2024-05-08","2024-05-20","2024-05-20"
"1245","49","2024-11-08","2024-11-19","2024-11-19"
"1246","19","2024-06-16","2024-06-23","2024-06-23"
"1247","2","2024-09-29","2024-10-06","0000-00-00"
"1248","12","2024-04-26","2024-05-19","2024-05-19"
"1249","96","2024-07-19","2024-08-01","2024-08-01"
"1250","67","2024-12-20","2025-01-10","0000-00-00"
"1251","97","2025-02-12","2025-03-09","2025-03-09"
"1252","12","2024-08-13","2024-09-12","2024-09-12"
"1253","69","2024-11-20","2024-12-10","2024-12-10"
"1254","15","2024-06-19","2024-07-13","2024-07-13"
"1255","90","2024-05-19","2024-06-05","2024-06-05"
"1256","45","2025-01-13","2025-02-03","0000-00-00"
"1257","23","2025-02-14","2025-03-04","2025-03-04"
"1258","33","2024-12-24","2025-01-21","2025-01-21"
"1259","5","2025-03-11","2025-03-29","0000-00-00"
"1260","1","2024-11-09","2024-11-29","0000-00-00"
"1261","74","2024-10-11","2024-11-05","0000-00-00"
"1262","66","2024-11-05","2024-12-02","2024-12-02"
"1263","57","2024-10-05","2024-10-20","2024-10-20"
"1264","86","2024-12-23","2025-01-21","0000-00-00"
"1265","52","2024-10-24","2024-11-10","0000-00-00"
"1266","6","2024-11-03","2024-12-01","2024-12-01"
"1267","18","2024-10-10","2024-10-24","2024-10-24"
"1268","86","2025-04-03","2025-04-14","2025-04-14"
"1269","13","2024-07-22","2024-08-05","0000-00-00"
"1270","54","2025-01-14","2025-02-06","0000-00-00"
"1271","37","2024-05-16","2024-06-07","2024-06-07"
"1272","99","2024-12-18","2025-01-09","2025-01-09"
"1273","94","2024-10-26","2024-11-25","0000-00-00"
"1274","24","2024-11-30","2024-12-17","2024-12-17"
"1275","41","2024-05-17","2024-06-05","0000-00-00"
"1276","98","2024-11-03","2024-11-18","2024-11-18"
"1277","105","2025-01-24","2025-02-19","2025-02-19"
"1278","18","2024-05-07","2024-05-31","2024-05-31"
"1279","102","2024-09-29","2024-10-11","2024-10-11"
"1280","83","2025-01-13","2025-02-09","2025-02-09"
"1281","51","2024-05-31","2024-06-09","0000-00-00"
"1282","17","2025-03-05","2025-03-28","2025-03-28"
"1283","76","2024-07-06","2024-08-01","2024-08-01"
"1284","20","2024-12-31","2025-01-18","2025-01-18"
"1285","99","2025-01-29","2025-02-20","2025-02-20"
"1286","39","2024-10-30","2024-11-25","2024-11-25"
"1287","56","2024-10-26","2024-11-24","2024-11-24"
"1288","61","2024-06-26","2024-07-14","2024-07-14"
"1289","37","2024-10-04","2024-10-22","0000-00-00"
"1290","24","2025-01-20","2025-02-07","2025-02-07"
"1291","7","2024-04-21","2024-05-07","2024-05-07"
"1292","36","2024-07-04","2024-07-27","0000-00-00"
"1293","80","2025-02-17","2025-03-06","2025-03-06"
"1294","41","2024-08-01","2024-08-15","2024-08-15"
"1295","1","2025-03-25","2025-04-06","2025-04-06"
"1296","97","2024-10-06","2024-10-19","0000-00-00"
"1297","19","2024-10-15","2024-10-29","0000-00-00"
"1298","54","2024-12-01","2024-12-18","2024-12-18"
"1299","21","2025-02-17","2025-02-24","2025-02-24"
"1300","22","2024-08-17","2024-09-06","2024-09-06"
"1301","31","2025-03-02","2025-03-24","2025-03-24"
"1302","69","2025-02-19","2025-03-06","0000-00-00"
"1303","17","2024-07-25","2024-08-04","2024-08-04"
"1304","3","2024-07-06","2024-07-23","0000-00-00"
"1305","63","2024-11-03","2024-11-16","0000-00-00"
"1306","74","2024-08-23","2024-09-21","2024-09-21"
"1307","99","2024-12-27","2025-01-14","2025-01-14"
"1308","80","2025-02-11","2025-03-05","0000-00-00"
"1309","27","2024-10-31","2024-11-09","0000-00-00"
"1310","103","2024-05-08","2024-06-06","2024-06-06"
"1311","9","2024-11-23","2024-12-09","2024-12-09"
"1312","78","2024-11-09","2024-11-19","2024-11-19"
"1313","43","2025-03-26","2025-04-12","0000-00-00"
"1314","102","2025-03-12","2025-03-29","2025-03-29"
"1315","61","2024-12-07","2025-01-01","0000-00-00"
"1316","47","2024-04-23","2024-05-05","2024-05-05"
"1317","24","2024-06-09","2024-07-07","2024-07-07"
"1318","73","2024-05-20","2024-06-01","0000-00-00"
"1319","10","2024-12-11","2025-01-08","2025-01-08"
"1320","47","2025-02-24","2025-03-26","2025-03-26"
"1321","77","2024-05-14","2024-05-23","0000-00-00"
"1322","71","2024-11-03","2024-11-14","2024-11-14"
"1323","5","2024-07-31","2024-08-29","2024-08-29"
"1324","98","2024-09-24","2024-10-15","2024-10-15"
"1325","83","2025-01-12","2025-01-30","0000-00-00"
"1326","96","2025-03-08","2025-03-22","2025-03-22"
"1327","11","2024-09-26","2024-10-09","2024-10-09"
"1328","47","2024-11-19","2024-12-17","0000-00-00"
"1329","105","2025-03-07","2025-03-22","2025-03-22"
"1330","63","2024-10-18","2024-11-10","2024-11-10"
"1331","21","2024-08-18","2024-09-13","0000-00-00"
"1332","4","2024-12-29","2025-01-17","2025-01-17"
"1333","70","2025-03-22","2025-04-09","2025-04-09"
"1334","50","2025-02-13","2025-03-03","2025-03-03"
"1335","105","2025-04-11","2025-05-11","2025-05-11"
"1336","56","2025-02-22","2025-03-11","2025-03-11"
"1337","71","2024-08-10","2024-08-17","0000-00-00"
"1338","62","2025-03-20","2025-04-01","2025-04-01"
"1339","54","2024-10-12","2024-10-24","2024-10-24"
"1340","53","2025-02-02","2025-02-23","2025-02-23"
"1341","35","2024-04-28","2024-05-28","2024-05-28"
"1342","55","2024-07-28","2024-08-04","2024-08-04"
"1343","71","2024-10-15","2024-11-10","2024-11-10"
"1344","35","2024-11-19","2024-12-06","2024-12-06"
"1345","101","2025-03-18","2025-03-26","2025-03-26"
"1346","64","2024-06-15","2024-07-15","2024-07-15"
"1347","89","2024-06-28","2024-07-27","0000-00-00"
"1348","15","2024-08-14","2024-08-30","2024-08-30"
"1349","59","2025-04-07","2025-04-19","0000-00-00"
"1350","105","2024-06-26","2024-07-23","0000-00-00"
"1351","92","2025-01-07","2025-01-27","2025-01-27"
"1352","50","2024-04-29","2024-05-08","0000-00-00"
"1353","9","2025-04-12","2025-04-20","2025-04-20"
"1354","18","2024-11-20","2024-12-18","2024-12-18"
"1355","23","2025-01-23","2025-02-08","2025-02-08"
"1356","98","2025-04-01","2025-04-12","2025-04-12"
"1357","38","2024-05-30","2024-06-27","0000-00-00"
"1358","66","2024-09-24","2024-10-11","0000-00-00"
"1359","18","2024-08-13","2024-09-10","2024-09-10"
"1360","26","2025-03-16","2025-04-08","2025-04-08"
"1361","15","2025-02-02","2025-02-11","2025-02-11"
"1362","72","2024-08-27","2024-09-07","2024-09-07"
"1363","8","2024-07-05","2024-07-17","2024-07-17"
"1364","4","2024-05-30","2024-06-19","2024-06-19"
"1365","2","2025-03-07","2025-03-23","2025-03-23"
"1366","39","2025-02-07","2025-03-07","2025-03-07"
"1367","10","2024-08-09","2024-09-04","2024-09-04"
"1368","39","2024-06-22","2024-07-21","2024-07-21"
"1369","59","2024-09-03","2024-10-01","2024-10-01"
"1370","9","2025-02-06","2025-02-19","2025-02-19"
"1371","98","2024-09-10","2024-10-04","2024-10-04"
"1372","7","2024-06-15","2024-07-03","2024-07-03"
"1373","98","2025-01-09","2025-01-30","2025-01-30"
"1374","81","2025-02-26","2025-03-24","0000-00-00"
"1375","6","2024-05-08","2024-05-18","2024-05-18"
"1376","61","2025-02-12","2025-03-01","2025-03-01"
"1377","16","2024-08-23","2024-08-31","2024-08-31"
"1378","38","2024-07-01","2024-07-30","2024-07-30"
"1379","37","2024-04-21","2024-05-12","2024-05-12"
"1380","74","2024-05-02","2024-05-15","0000-00-00"
"1381","37","2024-04-27","2024-05-26","0000-00-00"
"1382","25","2024-09-03","2024-09-13","2024-09-13"
"1383","78","2025-02-17","2025-03-08","2025-03-08"
"1384","46","2024-05-26","2024-06-24","0000-00-00"
"1385","83","2024-07-14","2024-08-04","2024-08-04"
"1386","7","2024-07-30","2024-08-14","2024-08-14"
"1387","63","2025-02-06","2025-03-01","2025-03-01"
"1388","98","2024-08-03","2024-08-17","0000-00-00"
"1389","38","2024-11-05","2024-11-13","2024-11-13"
"1390","29","2024-06-29","2024-07-14","0000-00-00"
"1391","74","2025-01-21","2025-02-16","0000-00-00"
"1392","39","2024-06-11","2024-07-01","2024-07-01"
"1393","90","2025-03-13","2025-04-11","2025-04-11"
"1394","86","2024-09-27","2024-10-07","0000-00-00"
"1395","87","2024-07-05","2024-07-12","0000-00-00"
"1396","18","2024-07-26","2024-08-15","2024-08-15"
"1397","104","2024-12-19","2025-01-14","2025-01-14"
"1398","23","2025-02-15","2025-03-14","2025-03-14"
"1399","95","2024-07-09","2024-08-08","2024-08-08"
"1400","61","2024-05-24","2024-06-17","2024-06-17"
"1401","40","2024-11-05","2024-11-24","2024-11-24"
"1402","96","2025-01-25","2025-02-20","2025-02-20"
"1403","88","2024-05-15","2024-06-06","2024-06-06"
"1404","44","2025-03-15","2025-04-10","0000-00-00"
"1405","79","2024-06-10","2024-06-17","2024-06-17"
"1406","80","2024-12-27","2025-01-12","2025-01-12"
"1407","99","2024-10-24","2024-10-31","2024-10-31"
"1408","86","2024-11-24","2024-12-03","2024-12-03"
"1409","22","2024-06-29","2024-07-14","0000-00-00"
"1410","93","2024-10-13","2024-10-26","2024-10-26"
"1411","65","2024-12-07","2024-12-16","2024-12-16"
"1412","103","2024-10-14","2024-11-10","2024-11-10"
"1413","54","2024-05-23","2024-06-11","2024-06-11"
"1414","3","2025-01-03","2025-01-16","0000-00-00"
"1415","32","2025-01-05","2025-01-23","2025-01-23"
"1416","91","2025-02-23","2025-03-10","2025-03-10"
"1417","73","2024-10-25","2024-11-05","2024-11-05"
"1418","38","2024-11-14","2024-12-07","2024-12-07"
"1419","4","2024-08-30","2024-09-14","2024-09-14"
"1420","66","2025-03-16","2025-04-11","2025-04-11"
"1421","32","2025-01-29","2025-02-28","2025-02-28"
"1422","81","2025-04-09","2025-04-30","2025-04-30"
"1423","27","2024-09-09","2024-09-25","0000-00-00"
"1424","28","2025-02-21","2025-03-15","2025-03-15"
"1425","12","2025-02-04","2025-02-26","2025-02-26"
"1426","35","2024-06-24","2024-07-08","2024-07-08"
"1427","22","2025-02-17","2025-03-19","2025-03-19"
"1428","64","2025-03-08","2025-04-06","2025-04-06"
"1429","86","2025-03-03","2025-03-15","2025-03-15"
"1430","80","2024-11-03","2024-11-16","0000-00-00"
"1431","3","2024-10-09","2024-10-20","2024-10-20"
"1432","41","2024-07-27","2024-08-17","0000-00-00"
"1433","92","2024-08-19","2024-09-08","2024-09-08"
"1434","10","2024-07-07","2024-07-22","2024-07-22"
"1435","22","2024-06-11","2024-07-10","2024-07-10"
"1436","32","2024-07-18","2024-08-06","2024-08-06"
"1437","28","2025-02-27","2025-03-13","0000-00-00"
"1438","17","2024-06-23","2024-07-07","2024-07-07"
"1439","103","2024-05-06","2024-05-21","2024-05-21"
"1440","90","2025-03-29","2025-04-16","0000-00-00"
"1441","54","2024-11-28","2024-12-17","2024-12-17"
"1442","14","2024-12-17","2025-01-07","2025-01-07"
"1443","64","2024-06-07","2024-06-28","0000-00-00"
"1444","13","2025-02-10","2025-02-22","0000-00-00"
"1445","24","2025-04-16","2025-05-05","0000-00-00"
"1446","16","2025-04-16","2025-05-06","2025-05-06"
"1447","33","2024-05-24","2024-06-02","2024-06-02"
"1448","79","2024-09-19","2024-10-05","2024-10-05"
"1449","12","2024-09-19","2024-10-18","2024-10-18"
"1450","28","2024-06-29","2024-07-09","2024-07-09"
"1451","6","2024-08-06","2024-08-31","0000-00-00"
"1452","53","2025-01-19","2025-02-13","2025-02-13"
"1453","66","2024-10-17","2024-11-10","2024-11-10"
"1454","38","2025-01-21","2025-02-03","2025-02-03"
"1455","28","2024-09-06","2024-09-27","0000-00-00"
"1456","41","2024-09-23","2024-10-21","0000-00-00"
"1457","48","2024-12-03","2024-12-30","2024-12-30"
"1458","58","2024-06-23","2024-06-30","2024-06-30"
"1459","62","2025-04-19","2025-05-11","0000-00-00"
"1460","15","2025-01-31","2025-02-14","2025-02-14"
"1461","9","2024-07-22","2024-08-07","0000-00-00"
"1462","21","2024-11-17","2024-12-12","2024-12-12"
"1463","19","2024-12-08","2024-12-26","2024-12-26"
"1464","48","2025-01-15","2025-01-31","2025-01-31"
"1465","58","2024-12-30","2025-01-12","2025-01-12"
"1466","53","2024-06-28","2024-07-25","2024-07-25"
"1467","35","2024-05-28","2024-06-23","2024-06-23"
"1468","56","2024-11-22","2024-12-20","0000-00-00"
"1469","60","2024-08-31","2024-09-22","2024-09-22"
"1470","63","2024-10-31","2024-11-07","2024-11-07"
"1471","84","2024-12-14","2025-01-06","2025-01-06"
"1472","87","2024-05-27","2024-06-19","2024-06-19"
"1473","75","2025-01-12","2025-02-05","2025-02-05"
"1474","63","2024-10-24","2024-11-11","2024-11-11"
"1475","53","2024-11-07","2024-11-29","2024-11-29"
"1476","38","2025-01-04","2025-01-31","2025-01-31"
"1477","83","2024-10-15","2024-10-31","0000-00-00"
"1478","103","2024-10-28","2024-11-10","0000-00-00"
"1479","87","2025-03-26","2025-04-05","2025-04-05"
"1480","93","2024-06-19","2024-07-17","0000-00-00"
"1481","60","2024-08-24","2024-09-21","2024-09-21"
"1482","39","2024-11-10","2024-11-18","2024-11-18"
"1483","77","2024-09-06","2024-10-03","2024-10-03"
"1484","28","2024-12-23","2025-01-10","0000-00-00"
"1485","63","2024-05-22","2024-06-15","0000-00-00"
"1486","68","2024-12-19","2025-01-06","2025-01-06"
"1487","98","2024-11-15","2024-11-30","2024-11-30"
"1488","91","2024-12-15","2025-01-13","2025-01-13"
"1489","85","2024-11-02","2024-11-17","2024-11-17"
"1490","102","2024-09-16","2024-10-10","2024-10-10"
"1491","10","2024-08-29","2024-09-27","0000-00-00"
"1492","82","2025-02-25","2025-03-15","2025-03-15"
"1493","64","2024-11-30","2024-12-11","2024-12-11"
"1494","52","2024-04-23","2024-05-17","2024-05-17"
"1495","24","2024-12-18","2025-01-14","2025-01-14"
"1496","87","2024-07-18","2024-08-06","0000-00-00"
"1497","93","2024-06-14","2024-07-14","2024-07-14"
"1498","95","2024-08-05","2024-09-02","2024-09-02"
"1499","2","2024-05-23","2024-06-10","2024-06-10"
"1500","37","2024-12-12","2024-12-25","2024-12-25"
